nodes,edges,density,radius,diameter,avg_degree,degree_variance,max_degree,global_clustering,avg_clustering,freeman_centralization,avg_betweenness,avg_closeness,avg_pagerank,degree_entropy,assortativity,avg_shortest_path,transitivity,edge_connectivity,node_connectivity,spectral_radius,label,graph_id
0.0,-0.050253666884625486,-0.050253666884625195,-0.34296922868012536,-0.34912676508979706,-0.05025366688462577,-0.6626188278218405,-0.7363466445527551,-1.0908070427296215,-1.2605563686897225,-0.7294384527988113,-0.29186298450348414,0.15974088670402273,0.0,0.36242919974993754,-0.47815102523788017,-0.2918629845034834,-1.0908070427296215,-0.2634537753010718,-0.2634537753010718,-0.33392982564279494,ER,0
0.0,-0.03138326894851217,-0.031383268948511636,-0.34296922868012536,-0.34912676508979706,-0.031383268948512434,-0.5265665697282501,-0.6619681956080323,-1.1674084646958165,-1.3815295152187834,-0.6601614139341968,-0.30302323720164714,0.18383735515278835,-8.673617379884035e-19,0.6917820240598566,1.4546720280800896,-0.30302323720164626,-1.1674084646958165,-0.6874023792338312,-0.6874023792338312,-0.2406353243688419,ER,1
0.0,0.18877137363947652,0.18877137363947716,-0.34296922868012536,-0.34912676508979706,0.18877137363947635,-0.45471306824039326,-0.5132112977185869,-0.8148069774932423,-0.9881957875992247,-0.5798402094534846,-0.46709853125534684,0.3956950308252814,-8.673617379884035e-19,0.8601527807033972,0.9253095927621175,-0.467098531255346,-0.8148069774932423,-0.6874023792338312,-0.6874023792338312,-0.024803400194190514,ER,2
0.0,0.025227924859827774,0.025227924859828076,-0.34296922868012536,-0.34912676508979706,0.025227924859827573,-0.508182802369835,-0.5132112977185869,-1.021648926517355,-1.1824506930059397,-0.5276314265410217,-0.34511892720349074,0.2387250206734608,-1.734723475976807e-18,0.7740315415035804,-0.0169486681205944,-0.3451189272034904,-1.021648926517355,-1.1113509831665906,-1.1113509831665906,-0.1992168236316091,ER,3
0.0,-0.018803003657769962,-0.018803003657769584,-0.34296922868012536,-0.34912676508979706,-0.01880300365777035,-0.5892178711691336,-0.6619681956080323,-1.0099407414025923,-1.2398121494224381,-0.6641774741582325,-0.31340031427186915,0.19372067220553654,-8.673617379884035e-19,0.584129313319281,1.1678294392603827,-0.3134003142718687,-1.0099407414025923,-0.6874023792338312,-0.6874023792338312,-0.26195604506397885,ER,4
0.0,0.15417564408993542,0.15417564408993578,-0.34296922868012536,-0.34912676508979706,0.1541756440899349,-0.5500672554984349,-0.5132112977185869,-1.0481983826626269,-1.242503556420029,-0.5687960438373867,-0.4526097821384332,0.3725453511427218,0.0,0.6123237891870867,1.1561423116831828,-0.4526097821384318,-1.0481983826626269,-0.2634537753010718,-0.2634537753010718,-0.08783522302648832,ER,5
0.0,-0.050253666884625486,-0.050253666884625195,-0.34296922868012536,-0.34912676508979706,-0.05025366688462577,-0.5906621626563269,-0.5875897466633095,-1.1270903036961015,-1.315826561546054,-0.5788361943974757,-0.30243585548069096,0.17780023601020817,-8.673617379884035e-19,0.5463268973914216,0.9614364628614097,-0.30243585548069,-1.1270903036961015,-0.2634537753010718,-0.2634537753010718,-0.29370315955093984,ER,6
0.0,0.07869405234548217,0.07869405234548252,-0.34296922868012536,-0.34912676508979706,0.07869405234548196,-0.5642728939117557,-0.4388328487738641,-0.946747162184847,-1.0920554275136083,-0.4693985532925053,-0.40092019069430807,0.3018753522628999,-8.673617379884035e-19,0.633061648718829,0.14706924685959094,-0.40092019069430745,-0.946747162184847,-0.2634537753010718,-0.2634537753010718,-0.16887152288567048,ER,7
0.0,-0.034528335271197724,-0.03452833527119739,-0.34296922868012536,-0.34912676508979706,-0.034528335271198064,-0.46433823936575863,-0.4388328487738641,-0.9831572656890901,-1.1959541786552335,-0.43325401127618474,-0.30126109203877915,0.1834741704303753,-8.673617379884035e-19,0.7760140317106231,0.9797020973591044,-0.3012610920387785,-0.9831572656890901,-1.1113509831665906,-1.1113509831665906,-0.21869332991345955,ER,8
0.0,0.08812925131353883,0.0881292513135393,-0.34296922868012536,-0.34912676508979706,0.08812925131353841,-0.4135817099586868,-0.5132112977185869,-0.8444785779869599,-1.072162842503458,-0.5477117276611997,-0.3991580455314401,0.3084061029087567,-8.673617379884035e-19,0.9027902674516657,1.004963048375685,-0.3991580455314397,-0.8444785779869599,-0.6874023792338312,-0.6874023792338312,-0.0878571780146784,ER,9
0.0,0.06925885337742552,0.06925885337742574,-0.34296922868012536,-0.34912676508979706,0.06925885337742507,-0.4830314977571436,-0.5875897466633095,-1.1784829512347716,-1.2075732586204957,-0.616988766525814,-0.37840389139099606,0.2806959804365306,-8.673617379884035e-19,0.895023639178302,1.225468359536132,-0.3784038913909948,-1.1784829512347716,-1.1113509831665906,-1.1113509831665906,-0.1327653645206274,ER,10
0.0,0.09441938395890993,0.09441938395891032,-0.34296922868012536,-0.34912676508979706,0.09441938395890967,-0.43521513316328625,-0.5132112977185869,-0.9637734741509721,-1.1424145160934216,-0.5497197577732175,-0.39720010646158727,0.30629260771361394,0.0,0.9443107442771109,0.9257507943372258,-0.3972001064615859,-0.9637734741509721,-1.1113509831665906,-1.1113509831665906,-0.09761150719906844,ER,11
0.0,0.07554898602279661,0.07554898602279725,-0.34296922868012536,-0.34912676508979706,0.07554898602279633,-0.36592009088131444,-0.5132112977185869,-0.9819231746818817,-1.1948072115014903,-0.5436956674371641,-0.38388612078658435,0.29342091362029776,-8.673617379884035e-19,1.012368886800502,0.4198248299446011,-0.38388612078658413,-0.9819231746818817,-1.5352995870993502,-1.5352995870993502,-0.08833356712818122,ER,12
0.0,2.7236948297240318,2.723694829724032,-1.6065400711858508,-1.3075139633755157,2.7236948297240318,0.08690655582478589,0.5280869875075316,0.1648742323701623,-0.03460815180692515,-0.3348605357873124,-1.4924712221374745,2.0779916884635954,-8.673617379884035e-19,1.6226747139361355,1.4879951251432932,-1.4924712221374739,0.1648742323701623,2.280237848295485,2.280237848295485,2.4816323064413455,ER,13
0.0,0.09756445028159548,0.09756445028159608,-0.34296922868012536,-0.34912676508979706,0.09756445028159529,-0.5439393330456299,-0.2900759508844186,-0.9540743193679114,-1.1485738511453256,-0.3248203852272233,-0.4181500545090161,0.32691280161733005,-1.734723475976807e-18,0.6307653531228482,0.4279387611402881,-0.4181500545090159,-0.9540743193679114,-0.6874023792338312,-0.6874023792338312,-0.14115835282830855,ER,14
